Date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE: CB1:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: CB2:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: MB:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: LD IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: MB IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),THERMAL ZONE: CB2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly)
 01/29  06:00:00,4.466666667,16.04958796,14.39080809,15.03753674,16.83077446,0,0,0,0,0,0,0,0,349200,0
 01/29  07:00:00,4.533333333,15.75456531,14.09270094,18.12480383,15.38908154,1845738.472,0.744318407,0,0,0,0,0,0,453240,104040
 01/29  08:00:00,4.641666667,14.68423973,13.87477537,18,14.89663188,643532.6378,2.35E-08,0,0,0,0,0,0,1064520,186120
 01/29  09:00:00,4.658333333,14.91645759,14.30460581,18,15.19279758,504266.8452,1.53E-08,0,0,0,0,0,0,921240,104040
 01/29  10:00:00,4.816666667,16.20922816,15.29071243,18.5018242,16.2849931,0,0,0,0,0,0,0,0,349200,0
 01/29  11:00:00,5.25,18.37510524,16.49097735,21.23040691,18.35808502,0,0,0,0,0,0,0,0,349200,0
 01/29  12:00:00,5.733333333,20.75639628,17.4083953,24.78768107,21.00286497,0,0,0,0,0,0,0,0,349200,0
 01/29  13:00:00,5.725,22.87707893,18.1546107,27.7672053,23.51562952,0,0,0,0,0,0,0,0,453240,104040
 01/29  14:00:00,5.95,24.57627957,19.00704029,29.61975687,25.53714006,0,0,0,0,0,0,0,0,453240,104040
 01/29  15:00:00,5.966666667,25.47580583,19.68659246,29.80935624,26.64114871,0,0,0,0,0,0,0,0,349200,0
 01/29  16:00:00,5.45,25.59893255,20.03871995,28.80790235,26.81733609,0,0,0,0,0,0,0,0,349200,0
 01/29  17:00:00,4.966666667,25.07285467,20.01867205,27.42939344,26.15969123,0,0,0,0,0,0,0,0,453240,104040
 01/29  18:00:00,4.625,24.19287441,19.72807893,26.28273777,25.1118056,0,0,0,0,0,0,0,0,1086480,208080
 01/29  19:00:00,4.85,23.19518103,19.34582477,25.00085618,23.95908633,0,0,0,0,0,0,0,0,1118520,240120
 01/29  20:00:00,5.216666667,22.25759386,18.98491229,24.58457369,22.94038768,0,0,0,0,0,0,0,0,6580440,104040
 01/29  21:00:00,5.591666667,22.23128407,19.01461339,24.06242616,22.08908299,0,0,0,0,0,0,0,0,1190520,312120
 01/29  22:00:00,5.858333333,21.72536325,18.82517001,23.34263831,21.57850297,0,0,0,0,0,0,0,0,1294560,416160
 01/29  23:00:00,5.783333333,21.24999937,18.61983891,21.65080121,21.6536074,0,0,0,0,0,0,0,0,557280,208080
 01/29  24:00:00,5.583333333,20.47401285,17.998784,20.27358264,21.31956312,0,0,0,0,0,0,0,0,687600,0
 01/30  01:00:00,5.383333333,19.94970891,17.6304742,19.53813131,20.84821558,0,0,0,0,0,0,0,0,349200,0
 01/30  02:00:00,5.125,19.46008987,17.27185886,18.87106186,20.3480778,0,0,0,0,0,0,0,0,349200,0
 01/30  03:00:00,4.883333333,18.99063553,16.91248175,18.27102032,19.84738723,0,0,0,0,0,0,0,0,349200,0
 01/30  04:00:00,4.683333333,18.54009104,16.54664177,17.72248004,19.36230445,0,0,0,0,0,0,0,0,349200,0
 01/30  05:00:00,4.483333333,18.10915084,16.17789476,17.2211994,18.90156204,0,0,0,0,0,0,0,0,349200,0
 01/30  06:00:00,4.4,17.69142123,15.81118686,16.75065713,18.4579862,0,0,0,0,0,0,0,0,349200,0
 01/30  07:00:00,4.341666667,17.28241325,15.45452965,18.06725036,16.93155306,768233.4946,0.366094117,0,0,0,0,0,0,453240,104040
 01/30  08:00:00,4.416666667,16.11547029,15.15526117,18.02996208,16.22893865,0,0,0,0,0,0,0,0,1064520,186120
 01/30  09:00:00,4.733333333,15.94458542,15.28534486,18.00000414,16.17183082,181463.848,1.050247439,0,0,0,0,0,0,921240,104040
 01/30  10:00:00,5.191666667,16.36522731,15.71824327,18.14474135,16.59185782,0,0,0,0,0,0,0,0,349200,0
 01/30  11:00:00,5.516666667,17.0521053,16.22539066,19.00207456,17.32389435,0,0,0,0,0,0,0,0,349200,0
 01/30  12:00:00,5.775,17.74260826,16.70779756,19.83823513,18.11116314,0,0,0,0,0,0,0,0,349200,0
 01/30  13:00:00,6.25,18.50999186,17.22656,20.95755814,19.03609669,0,0,0,0,0,0,0,0,453240,104040
 01/30  14:00:00,6.208333333,19.42889448,17.75224921,22.24971736,20.19567608,0,0,0,0,0,0,0,0,453240,104040
 01/30  15:00:00,6.233333333,20.32794175,18.17959001,23.38078655,21.41480881,0,0,0,0,0,0,0,0,349200,0
 01/30  16:00:00,6.05,20.86186776,18.43175296,23.50133892,22.13520138,0,0,0,0,0,0,0,0,349200,0
 01/30  17:00:00,5.8,20.84422341,18.40701556,23.00916765,22.06137764,0,0,0,0,0,0,0,0,453240,104040
 01/30  18:00:00,5.625,20.41428742,18.13592619,22.50952885,21.48379211,0,0,0,0,0,0,0,0,1086480,208080
 01/30  19:00:00,5.266666667,19.78277053,17.76024422,21.65561216,20.6798465,0,0,0,0,0,0,0,0,1118520,240120
 01/30  20:00:00,4.925,19.14335657,17.39674768,21.64962898,19.94320317,0,0,0,0,0,0,0,0,6580440,104040
 01/30  21:00:00,4.625,19.4822327,18.02007741,21.3925457,19.30262031,0,0,0,0,0,0,171956.7687,3.57E-09,1190520,312120
 01/30  22:00:00,4.5,19.20331624,18,20.92599557,18.98930773,0,0,0,0,0,0,192596.003,6.10E-09,1294560,416160
 01/30  23:00:00,4.558333333,18.86403366,18,19.31695392,19.28868326,0,0,0,0,0,0,236909.0231,7.27E-09,557280,208080
 01/30  24:00:00,4.716666667,18.27681495,16.71282961,18.1492186,19.12136603,0,0,0,0,0,0,0,0,687600,0
 01/31  01:00:00,4.683333333,17.84796876,16.12861864,17.49832077,18.76688537,0,0,0,0,0,0,0,0,349200,0
 01/31  02:00:00,4.6,17.46703366,15.72792982,16.9657401,18.38443671,0,0,0,0,0,0,0,0,349200,0
 01/31  03:00:00,4.366666667,16.9924689,15.24134491,16.3343707,17.88943644,0,0,0,0,0,0,0,0,349200,0
 01/31  04:00:00,3.791666667,16.54923003,14.79809387,15.71884463,17.40884845,0,0,0,0,0,0,0,0,349200,0
 01/31  05:00:00,3.441666667,16.25470377,14.52051421,15.46040023,17.08667831,0,0,0,0,0,0,0,0,349200,0
 01/31  06:00:00,3.341666667,15.93216048,14.19849303,15.08928253,16.74387468,0,0,0,0,0,0,0,0,349200,0
 01/31  07:00:00,3.475,15.629132,13.9064006,18.12133943,15.37349334,1985735.561,4.62E-08,0,0,0,0,0,0,453240,104040
 01/31  08:00:00,3.775,14.49993104,13.62704933,18,14.78786319,684328.2459,2.55E-08,0,0,0,0,0,0,1064520,186120
 01/31  09:00:00,4.075,14.02538869,13.48300237,18,14.65350652,976043.5328,8.78916378,0,0,0,0,0,0,921240,104040
 01/31  10:00:00,4.375,14.01943893,13.6239606,16.91109688,14.80584824,0,0,0,0,0,0,0,0,349200,0
 01/31  11:00:00,5.375,14.42727989,14.04897202,16.9390656,15.25829407,0,0,0,0,0,0,0,0,349200,0
 01/31  12:00:00,6.641666667,15.20958064,14.71000047,17.80442612,16.07545697,0,0,0,0,0,0,0,0,349200,0
 01/31  13:00:00,6.75,16.41775251,15.50503045,19.48452002,17.41293753,0,0,0,0,0,0,0,0,453240,104040
 01/31  14:00:00,7.316666667,18.00403315,16.40880453,21.65492457,19.27200067,0,0,0,0,0,0,0,0,453240,104040
 01/31  15:00:00,7.841666667,19.77438279,17.25889136,24.15737939,21.54911761,0,0,0,0,0,0,0,0,349200,0
 01/31  16:00:00,7.683333333,21.35533121,17.95518026,26.27607098,23.73137572,0,0,0,0,0,0,0,0,349200,0
 01/31  17:00:00,7.541666667,22.38128014,18.38482097,27.67441016,25.2224539,0,0,0,0,0,0,0,0,453240,104040
 01/31  18:00:00,7.325,22.52327905,18.48523557,27.27258472,25.22954999,0,0,0,0,0,0,0,0,1086480,208080
 01/31  19:00:00,7.025,22.12956736,18.40655126,25.68127012,24.42393497,0,242408.1369,0,0,0,0,0,0,1118520,240120
 01/31  20:00:00,7.016666667,21.55803312,18.27345907,25.21661057,23.50713805,0,0,0,0,0,0,0,0,6580440,104040
 01/31  21:00:00,7.275,21.8151597,18.50861163,24.61394837,22.69751823,0,0,0,0,0,0,0,0,1190520,312120
 01/31  22:00:00,7.633333333,21.52175859,18.48269035,23.91091617,22.21555749,0,0,0,0,0,0,0,0,1294560,416160
 01/31  23:00:00,8.091666667,21.19067216,18.41902102,22.22159682,22.25424952,0,0,0,0,0,0,0,0,557280,208080
 01/31  24:00:00,8.533333333,20.58168248,17.95452403,20.9279875,21.94793287,0,0,0,0,0,0,0,0,687600,0
 02/01  01:00:00,8.816666667,20.20813339,17.74707615,20.26501268,21.52828948,0,0,0,0,0,0,0,0,349200,0
 02/01  02:00:00,8.9,19.86777846,17.55472425,19.68167774,21.10449078,0,0,0,0,0,0,0,0,349200,0
 02/01  03:00:00,8.9,19.50590434,17.31105875,19.10080258,20.64878801,0,0,0,0,0,0,0,0,349200,0
 02/01  04:00:00,8.9,19.17779499,17.08572772,18.58719501,20.23072553,0,0,0,0,0,0,0,0,349200,0
 02/01  05:00:00,8.9,18.9209701,16.91353053,18.26885308,19.90272566,0,0,0,0,0,0,0,0,349200,0
 02/01  06:00:00,9.016666667,18.63665703,16.69643901,17.88211347,19.55582507,0,0,0,0,0,0,0,0,349200,0
 02/01  07:00:00,9.216666667,18.36745698,16.49576834,18.01933705,18.11065253,113972.1302,4.98E-09,0,0,0,0,0,0,453240,104040
 02/01  08:00:00,9.65,17.37270932,16.36371019,18.91857982,17.58193595,0,0,0,0,0,0,0,0,1064520,186120
 02/01  09:00:00,10.13333333,16.9141773,16.28673963,18.65654271,17.33418376,0,0,0,0,0,0,0,0,921240,104040
 02/01  10:00:00,10.125,16.80678783,16.38138328,18.38473157,17.30041853,0,0,0,0,0,0,0,0,349200,0
 02/01  11:00:00,9.708333333,16.96941375,16.63419178,18.66179103,17.51397026,0,0,0,0,0,0,0,0,349200,0
 02/01  12:00:00,9.558333333,17.1859847,16.84790931,18.933585,17.76963454,0,0,0,0,0,0,0,0,349200,0
 02/01  13:00:00,9.6,17.4388725,17.05697729,19.38679907,18.05952679,0,0,0,0,0,0,0,0,453240,104040
 02/01  14:00:00,9.25,17.74326267,17.30912487,19.88540466,18.42635686,0,0,0,0,0,0,0,0,453240,104040
 02/01  15:00:00,9.233333333,17.88320148,17.35677459,19.80741965,18.59866831,0,0,0,0,0,0,0,0,349200,0
 02/01  16:00:00,9.108333333,17.89787999,17.31414516,19.12020572,18.60637172,0,0,0,0,0,0,0,0,349200,0
 02/01  17:00:00,8.958333333,17.81221887,17.21565113,19.01080972,18.47585893,0,0,0,0,0,0,0,0,453240,104040
 02/01  18:00:00,8.883333333,17.54006127,16.95632838,19.01339034,18.12782901,0,0,0,0,0,0,0,0,1086480,208080
 02/01  19:00:00,8.683333333,17.18322803,16.65902952,18.69240291,17.69534461,0,0,0,0,0,0,0,0,1118520,240120
 02/01  20:00:00,8.6,16.85577989,16.41808001,19.15351322,17.34709308,0,0,0,0,0,0,0,0,6580440,104040
 02/01  21:00:00,8.541666667,18.10556281,18.0374381,19.3260762,17.14858503,0,0,0,0,138552.1695,2.96E-09,410555.6556,8.16E-09,1190520,312120
 02/01  22:00:00,8.5,18,18,19.25113691,18.02358345,0,0,334215.492,0.018775859,67643.5418,2.17E-09,318744.0835,1.13E-08,1294560,416160
 02/01  23:00:00,8.383333333,18,18,17.98408471,18.23605771,0,0,0,0,60025.68033,2.46E-09,299361.4816,7.93E-09,557280,208080
 02/01  24:00:00,8.183333333,17.55149261,16.53530848,17.06167539,18.27157218,0,0,0,0,0,0,0,0,687600,0
 02/02  01:00:00,7.925,17.34458114,16.07857754,16.68262651,18.15074421,0,0,0,0,0,0,0,0,349200,0
 02/02  02:00:00,7.741666667,17.14566133,15.76975639,16.36295952,17.97273164,0,0,0,0,0,0,0,0,349200,0
 02/02  03:00:00,7.583333333,16.94349385,15.49350753,16.0857108,17.76788795,0,0,0,0,0,0,0,0,349200,0
 02/02  04:00:00,7.266666667,16.7341553,15.22697499,15.82076654,17.54621328,0,0,0,0,0,0,0,0,349200,0
 02/02  05:00:00,6.983333333,16.52091458,14.9685424,15.56534878,17.31831694,0,0,0,0,0,0,0,0,349200,0
 02/02  06:00:00,6.55,16.29947216,14.70825379,15.30908387,17.08269437,0,0,0,0,0,0,0,0,349200,0
 02/02  07:00:00,6.066666667,16.06462607,14.45424693,18.12341865,15.84508929,1760328.03,8.35E-08,0,0,0,0,0,0,453240,104040
 02/02  08:00:00,6.016666667,15.06017436,14.28158234,18,15.27705437,434882.8974,1.68E-08,0,0,0,0,0,0,1064520,186120
 02/02  09:00:00,6.1,15.4025733,14.81436999,18.01034717,15.63946278,280861.0891,3.231258464,0,0,0,0,0,0,921240,104040
 02/02  10:00:00,6.216666667,16.71961383,15.84369067,18.80189317,16.7650797,0,0,0,0,0,0,0,0,349200,0
 02/02  11:00:00,6.708333333,18.27822334,16.80912317,20.68086983,18.30979792,0,0,0,0,0,0,0,0,349200,0
 02/02  12:00:00,6.65,19.54428048,17.52725804,22.13961424,19.72925877,0,0,0,0,0,0,0,0,349200,0
 02/02  13:00:00,5.933333333,20.72782123,18.16466438,23.66307018,21.16036126,0,0,0,0,0,0,0,0,453240,104040
 02/02  14:00:00,5.716666667,22.13883661,18.80835864,25.80652954,23.00021273,0,0,0,0,0,0,0,0,453240,104040
 02/02  15:00:00,6.033333333,23.55699162,19.39978212,28.02830949,25.00857648,0,0,0,0,0,0,0,0,349200,0
 02/02  16:00:00,6.141666667,24.66837106,19.87651115,29.61345108,26.72525456,0,0,0,0,0,0,0,0,349200,0
 02/02  17:00:00,6.216666667,25.16747193,20.1134024,30.20930319,27.60445277,0,0,0,0,0,0,0,0,453240,104040
 02/02  18:00:00,6.241666667,24.87189687,20.0550122,29.21070441,27.13954001,0,0,0,0,0,0,0,0,1086480,208080
 02/02  19:00:00,6.258333333,24.13346524,19.83718583,25.90648825,26.00699018,0,1534744.849,0,0,0,0,0,0,1118520,240120
 02/02  20:00:00,6.008333333,23.30156866,19.58608871,25.99289945,24.84275041,0,242846.5048,0,0,0,0,0,0,6580440,104040
 02/02  21:00:00,6.091666667,23.24425439,19.68817771,25.5919218,23.82491634,0,0,0,0,0,0,0,0,1190520,312120
 02/02  22:00:00,6.3,22.74958479,19.55355897,24.79573814,23.19422744,0,0,0,0,0,0,0,0,1294560,416160
 02/02  23:00:00,6.183333333,22.24593093,19.37198753,22.98675259,23.05202522,0,0,0,0,0,0,0,0,557280,208080
 02/02  24:00:00,6.158333333,21.43010082,18.76858766,21.5360601,22.58108032,0,0,0,0,0,0,0,0,687600,0
 02/03  01:00:00,6.025,20.87064582,18.40340802,20.71588788,22.0057223,0,0,0,0,0,0,0,0,349200,0
 02/03  02:00:00,5.666666667,20.34272001,18.04107028,19.9657997,21.41617816,0,0,0,0,0,0,0,0,349200,0
 02/03  03:00:00,5.383333333,19.83950182,17.6721873,19.30561765,20.84619956,0,0,0,0,0,0,0,0,349200,0
 02/03  04:00:00,5.125,19.34700695,17.28967369,18.68522862,20.28811116,0,0,0,0,0,0,0,0,349200,0
 02/03  05:00:00,5,18.89308712,16.91926406,18.145316,19.77878081,0,0,0,0,0,0,0,0,349200,0
 02/03  06:00:00,4.941666667,18.33521578,16.42030867,17.47283435,19.1791121,0,0,0,0,0,0,0,0,349200,0
 02/03  07:00:00,4.9,17.8212173,15.96677937,18.0386965,17.62171969,494377.8084,1.57E-08,0,0,0,0,0,0,453240,104040
 02/03  08:00:00,5.016666667,16.68128634,15.70658237,18.41338266,16.82625578,0,0,0,0,0,0,0,0,1064520,186120
 02/03  09:00:00,5.333333333,16.45011731,15.80244834,18.20028368,16.69595498,0,0,0,0,0,0,0,0,921240,104040
 02/03  10:00:00,5.966666667,17.1453555,16.45461011,18.79108466,17.29336253,0,0,0,0,0,0,0,0,349200,0
 02/03  11:00:00,6.766666667,18.65651053,17.43751353,20.87162779,18.7786725,0,0,0,0,0,0,0,0,349200,0
 02/03  12:00:00,6.808333333,20.58684926,18.36562436,23.68627486,20.91344871,0,0,0,0,0,0,0,0,349200,0
 02/03  13:00:00,6.833333333,22.56734513,19.13254783,26.66347656,23.26259947,0,0,0,0,0,0,0,0,453240,104040
 02/03  14:00:00,6.883333333,24.47078433,19.94374479,29.27306156,25.58635648,0,0,0,0,0,0,0,0,453240,104040
 02/03  15:00:00,6.741666667,26.05960564,20.71902744,31.17344556,27.6759636,0,0,0,0,0,0,0,0,349200,0
 02/03  16:00:00,6.641666667,27.19859594,21.33365137,32.47776715,29.36458658,0,0,0,0,0,0,0,0,349200,0
 02/03  17:00:00,6.308333333,27.65214102,21.64893555,32.90404028,30.18473863,0,0,0,0,0,0,0,0,453240,104040
 02/03  18:00:00,5.925,27.26380159,21.61840655,31.71963142,29.62100445,0,0,0,0,0,0,0,0,1086480,208080
 02/03  19:00:00,5.858333333,26.40615649,21.39941792,25.91760286,28.33317319,0,4720866.6,0,0,0,0,0,0,1118520,240120
 02/03  20:00:00,5.783333333,25.43721882,21.13745899,26,26.92444164,0,1247195.454,0,0,0,0,0,0,6580440,104040
 02/03  21:00:00,5.175,25.13641797,21.1851198,26,25.66644734,0,518112.9197,0,0,0,0,0,0,1190520,312120
 02/03  22:00:00,4.566666667,24.39152183,20.92865803,25.86070109,24.7563577,0,35559.43988,0,0,0,0,0,0,1294560,416160
 02/03  23:00:00,4.108333333,23.65702998,20.58983261,24.12422172,24.33960108,0,0,0,0,0,0,0,0,557280,208080
 02/03  24:00:00,4.016666667,22.63489997,19.84107528,22.66537462,23.65293739,0,0,0,0,0,0,0,0,687600,0
 02/04  01:00:00,3.575,21.8569714,19.31429258,21.67336434,22.88116749,0,0,0,0,0,0,0,0,349200,0
 02/04  02:00:00,2.908333333,21.11388687,18.77377534,20.74898917,22.099122,0,0,0,0,0,0,0,0,349200,0
 02/04  03:00:00,2.7,20.42455167,18.24743001,19.92620692,21.36053327,0,0,0,0,0,0,0,0,349200,0
 02/04  04:00:00,2.7,19.77480245,17.72571506,19.17493003,20.66005002,0,0,0,0,0,0,0,0,349200,0
 02/04  05:00:00,2.816666667,19.1618512,17.21183795,18.47787021,19.99968314,0,0,0,0,0,0,0,0,349200,0
 02/04  06:00:00,2.958333333,18.59312241,16.71978814,17.84255502,19.38931897,0,0,0,0,0,0,0,0,349200,0
 02/04  07:00:00,3,18.05816939,16.24821557,18.01669894,17.76750207,277442.2295,0.122108433,0,0,0,0,0,0,453240,104040
 02/04  08:00:00,3.233333333,16.77183599,15.80472171,18.45726679,16.87914627,0,0,0,0,0,0,0,0,1064520,186120
 02/04  09:00:00,3.75,16.10762674,15.52047928,18.05499947,16.42390793,110014.9668,2.60E-09,0,0,0,0,0,0,921240,104040
 02/04  10:00:00,4.233333333,15.81766157,15.44465001,17.58793118,16.22760387,0,0,0,0,0,0,0,0,349200,0
 02/04  11:00:00,4.925,15.80111681,15.52720071,17.57768542,16.27460182,0,0,0,0,0,0,0,0,349200,0
 02/04  12:00:00,5.825,15.98756934,15.73161105,17.90512085,16.52166717,0,0,0,0,0,0,0,0,349200,0
 02/04  13:00:00,6.375,16.27983772,15.9822462,18.49139141,16.88140299,0,0,0,0,0,0,0,0,453240,104040
 02/04  14:00:00,6.441666667,16.57946976,16.20719971,18.88329948,17.24905998,0,0,0,0,0,0,0,0,453240,104040
 02/04  15:00:00,6.4,16.71301577,16.23626082,18.75151686,17.42477196,0,0,0,0,0,0,0,0,349200,0
 02/04  16:00:00,6.575,16.68052667,16.14550348,17.94248893,17.38498734,0,0,0,0,0,0,0,0,349200,0
 02/04  17:00:00,6.408333333,16.5261521,15.98652437,18.00754687,17.18274455,132931.8648,1.97E-09,0,0,0,0,0,0,453240,104040
 02/04  18:00:00,6.375,16.13149601,15.59765323,18,16.71062866,183575.5691,8.32E-09,0,0,0,0,0,0,1086480,208080
 02/04  19:00:00,6.5,15.68246187,15.21040434,18,16.19903246,412283.4012,7.66E-09,0,0,0,0,0,0,1118520,240120
 02/04  20:00:00,6.5,15.34449091,14.96292699,18.03570528,15.8844696,0,0,0,0,0,0,0,0,6580440,104040
 02/04  21:00:00,6.5,18.07862518,18.04875327,18.02598215,15.63388415,52355.33984,1.12E-09,0,0,826345.0436,6.726579141,982456.6989,2.31E-08,1190520,312120
 02/04  22:00:00,6.558333333,18,18,18,18.04783947,127790.4769,1.03E-05,1237746.691,0.192717763,568881.7235,18.34559949,723644.4327,2.20E-08,1294560,416160
 02/04  23:00:00,6.716666667,18,18,16.69970469,18,0,0,450538.6417,39.71468403,431356.3373,0.270403782,609635.6337,1.92E-08,557280,208080
 02/04  24:00:00,6.8,16.84010595,15.84572131,15.78976432,17.34785707,0,0,0,0,0,0,0,0,687600,0
 02/05  01:00:00,7.15,16.41660825,15.08323964,15.385331,17.06429227,0,0,0,0,0,0,0,0,349200,0
 02/05  02:00:00,7.633333333,16.19044469,14.76284241,15.20448316,16.89981978,0,0,0,0,0,0,0,0,349200,0
 02/05  03:00:00,7.858333333,15.99629302,14.49398226,15.01085325,16.73529435,0,0,0,0,0,0,0,0,349200,0
 02/05  04:00:00,8.016666667,15.82850746,14.26954531,14.83723466,16.58080961,0,0,0,0,0,0,0,0,349200,0
 02/05  05:00:00,8.1,15.67939241,14.07635956,14.68456629,16.43709611,0,0,0,0,0,0,0,0,349200,0
 02/05  06:00:00,8.041666667,15.54118811,13.89992837,14.53895699,16.30121619,0,0,0,0,0,0,0,0,349200,0
 02/05  07:00:00,8,15.39835093,13.74120611,18.15339756,15.12230323,2259686.767,5.52E-08,0,0,0,0,0,0,453240,104040
 02/05  08:00:00,8.116666667,14.43238319,13.61442586,18,14.72057347,726456.2682,3.14E-08,0,0,0,0,0,0,1064520,186120
 02/05  09:00:00,8.433333333,14.24301814,13.73763521,18,14.88312071,787639.0879,6.397795008,0,0,0,0,0,0,921240,104040
 02/05  10:00:00,8.775,14.85942582,14.35965937,17.60586015,15.5610205,0,0,0,0,0,0,0,0,349200,0
 02/05  11:00:00,9.541666667,16.22234263,15.3601337,18.90330473,16.89514956,0,0,0,0,0,0,0,0,349200,0
 02/05  12:00:00,9.883333333,18.107182,16.45027216,21.35677756,18.89404546,0,0,0,0,0,0,0,0,349200,0
 02/05  13:00:00,9.741666667,20.14443504,17.46360862,24.21799609,21.19535675,0,0,0,0,0,0,0,0,453240,104040
 02/05  14:00:00,9.816666667,22.1803734,18.49125498,26.89158623,23.5819015,0,0,0,0,0,0,0,0,453240,104040
 02/05  15:00:00,9.9,23.97831456,19.44281893,29.06215115,25.83222333,0,0,0,0,0,0,0,0,349200,0
 02/05  16:00:00,9.783333333,25.05307488,20.15870748,29.62252762,27.15109217,0,0,0,0,0,0,0,0,349200,0
 02/05  17:00:00,9.583333333,25.20346871,20.48136454,28.75679689,27.15119033,0,0,0,0,0,0,0,0,453240,104040
 02/05  18:00:00,9.266666667,24.73891696,20.43994907,27.71090008,26.4006841,0,0,0,0,0,0,0,0,1086480,208080
 02/05  19:00:00,9.041666667,24.04139226,20.25538391,25.88406422,25.43468292,0,694135.9128,0,0,0,0,0,0,1118520,240120
 02/05  20:00:00,8.883333333,23.30468404,20.03779802,25.9231183,24.49532918,0,36330.47145,0,0,0,0,0,0,6580440,104040
 02/05  21:00:00,8.625,23.39512608,20.17646136,25.46650995,23.68267696,0,0,0,0,0,0,0,0,1190520,312120
 02/05  22:00:00,8.325,22.98492009,20.05287464,24.82351492,23.20711073,0,0,0,0,0,0,0,0,1294560,416160
 02/05  23:00:00,7.908333333,22.53689496,19.88086588,23.16125964,23.19809407,0,0,0,0,0,0,0,0,557280,208080
 02/05  24:00:00,7.35,21.77520713,19.26763516,21.79624198,22.81301835,0,0,0,0,0,0,0,0,687600,0
 02/06  01:00:00,6.808333333,21.23626207,18.88882037,21.03728751,22.28665919,0,0,0,0,0,0,0,0,349200,0
 02/06  02:00:00,6.366666667,20.70271279,18.49584727,20.31924404,21.71294182,0,0,0,0,0,0,0,0,349200,0
 02/06  03:00:00,5.558333333,20.17944997,18.08487501,19.66283597,21.13799158,0,0,0,0,0,0,0,0,349200,0
 02/06  04:00:00,5.041666667,19.65699731,17.65527535,19.03853278,20.56432133,0,0,0,0,0,0,0,0,349200,0
 02/06  05:00:00,4.825,19.13029883,17.20588582,18.44100761,19.99064414,0,0,0,0,0,0,0,0,349200,0
 02/06  06:00:00,4.641666667,18.61391955,16.74668178,17.86526467,19.43221625,0,0,0,0,0,0,0,0,349200,0
 02/06  07:00:00,4.308333333,18.12055688,16.30730833,18.01399089,17.8248576,232834.0261,5.32E-09,0,0,0,0,0,0,453240,104040
 02/06  08:00:00,4.508333333,16.90719431,15.92952903,18.58305643,17.0372304,0,0,0,0,0,0,0,0,1064520,186120
 02/06  09:00:00,5.616666667,16.47901212,15.86496258,18.21408464,16.77575709,0,0,0,0,0,0,0,0,921240,104040
 02/06  10:00:00,6.783333333,17.2127338,16.55591782,18.96097642,17.38848608,0,0,0,0,0,0,0,0,349200,0
 02/06  11:00:00,8.716666667,19.19071921,17.79510906,21.65540973,19.26455948,0,0,0,0,0,0,0,0,349200,0
 02/06  12:00:00,10.09166667,21.92092405,19.00313637,25.75862713,22.23823921,0,0,0,0,0,0,0,0,349200,0
 02/06  13:00:00,10.94166667,24.79622658,20.00630192,30.11398034,25.60351436,0,0,0,0,0,0,0,0,453240,104040
 02/06  14:00:00,11.575,27.62936025,21.14523241,33.93624237,28.97234631,0,0,0,0,0,0,0,0,453240,104040
 02/06  15:00:00,12.05,30.10936162,22.30214588,37.087528,32.22667606,0,0,0,0,0,0,0,0,349200,0
 02/06  16:00:00,11.89166667,31.8267715,23.42979443,38.81781537,34.60577628,0,0,0,0,0,0,0,0,349200,0
 02/06  17:00:00,11.30833333,32.3564069,24.21713816,38.20608475,35.23823208,0,0,0,0,0,0,0,0,453240,104040
 02/06  18:00:00,10.925,31.90284241,24.54235,36.47545471,34.45887608,0,0,0,0,0,0,0,0,1086480,208080
 02/06  19:00:00,10.68333333,30.97501129,24.57383115,25.9698754,33.01202007,0,10288484.73,0,0,0,0,0,0,1118520,240120
 02/06  20:00:00,10.54166667,29.87002224,24.45764817,26,31.16807668,0,3253555.714,0,0,0,0,0,0,6580440,104040
 02/06  21:00:00,10.09166667,25.98852239,24.52857674,26,29.4614812,0,2120568.799,0,0,0,1994043.048,0,0,1190520,312120
 02/06  22:00:00,9.858333333,26,24.20168313,26,25.96907681,0,1314598.03,0,1487356.872,0,776611.9965,0,0,1294560,416160
